CdStationMesureEauxSurface;LbStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;NomEntiteHydrographique;TypeCEStationMesureEauxSurface
06462190;RUISSEAU LE PRERA A SUARCE;1005877.0;6726187.99;Le Préra;
06462200;RUISSEAU L'AUTRUCHE A ROPPE 1;993575.0;6738032.99;L'Autruche;
06462210;GOUTTE DU BON POMMIER A LEPUIX;987212.0;6749728.99;Goutte du Bon Pommier;
06462215;GOUTTE DU BON POMMIER A LEPUIX 1;988160.0;6750417.99;Goutte du Bon Pommier;
06462220;SUARCINE A SUARCE;1006020.0;6726292.99;La Suarcine;
06462230;RUISSEAU DES PERCHES A MENONCOURT;996300.0;6739015.99;Ruisseau des Perches;
06462240;MADAMELLE A BORON 1;1003187.0;6724613.99;La Madamelle;
06462250;RUPT A RAYNANS ;980101.0;6721079.99;Le Rupt;
06462260;RUISSEAU DE L'ERMITE A EGUENIGUE;994699.0;6738470.99;Ruisseau de l'Ermite;
06462265;RUISSEAU DES PERCHES A EGUENIGUE;995341.0;6739331.99;Ruisseau des Perches;
06462270;GOUTTE DE FELON A FELON;999230.0;6741515.99;Goutte de Felon;
06462275;MARGRABANT A FELON;997881.0;6741663.99;Le Margrabant;
06462280;GOUTTE D'ULLYSSE A LEPUIX;986571.0;6750464.99;Goutte d'Ullysse;
06462290;RUISSEAU DES BELLES FILLES A LEPUIX 1;983907.0;6748906.99;Ruisseau des Belles Filles;
06462295;RUISSEAU DES BELLES FILLES A LEPUIX 2;984541.0;6747942.99;La Beusinière;
06462300;RUPT A ALLONDANS ;982011.0;6719332.99;Le Rupt;
06462310;SAVOUREUSE A LEPUIX 5;987158.0;6753622.99;La Savoureuse;
06462315;SAVOUREUSE A LEPUIX 6;986792.0;6750290.99;La Savoureuse;
06462320;RUISSEAU LA BEUSINIERE A LEPUIX;984833.0;6749524.99;La Beusinière;
06462325;RUISSEAU LA BEUSINIERE A LEPUIX 1;984753.0;6748755.99;La Beusinière;
06462330;RUISSEAU DE LA PRELLE A VEZELOIS;993272.0;6730663.99;Ruisseau de la Prelle;
06462335;SAVOUREUSE A LEPUIX 7;986665.0;6752105.99;La Savoureuse;
06462340;RUISSEAU DE COMBOIS A AUXELLES HAUT;984584.0;6744795.99;;
06462350;RUPT A DUNG ;982407.0;6717892.99;Le Rupt;
06462360;VERBOTE A EVETTE SALBERT 3;985338.0;6737752.99;;
06462365;VERBOTE A EVETTE SALBERT 4;985785.0;6737782.99;;
06462370;ST NICOLAS A LEVAL 1;998485.0;6743966.99;La Bourbeuse;
06462380;ROSEMONTOISE A VESCEMONT 1;988447.0;6746280.99;La Rosemontoise;
06462390;SAVOUREUSE A GIROMAGNY 3;986713.0;6744843.99;La Savoureuse;
06462400;ROSEMONTOISE A CHAUX;989558.0;6741126.99;La Rosemontoise;
06462410;SAVOUREUSE A CHAUX 4;987887.0;6740834.99;La Savoureuse;
06462420;ST NICOLAS A FOUSSEMAGNE 1;1000155.0;6733793.99;La Bourbeuse;
06462430;ST NICOLAS A MONTREUX CHATEAU 1;1000963.0;6730628.99;La Bourbeuse;
06462440;BOURBEUSE A AUTRECHENE;998506.0;6728580.99;La Bourbeuse;
06462445;GOUTTE DU CHANTOISEAU A RIERVESCEMONT;989989.0;6748435.99;Goutte du Chantoiseau;
06462450;RUPT A BART ;983758.0;6716890.99;Le Rupt;
06462455;GOUTTE DES CANALS A RIERVESCEMONT;990054.0;6748006.99;Goutte des Canals;
06462465;GOUTTE DES CANALS A RIERVESCEMONT 1;990284.0;6748684.99;Goutte des Canals;
06462550;TORRENT DES ALLOZ A CUSANCE;959571.0;6697222.99;Torrent des Alloz;
06462555;SAVOUREUSE A LEPUIX 8;986842.0;6752632.99;La Savoureuse;
06462560;TORRENT DES ALLOZ A CUSANCE ;959656.0;6697193.99;Torrent des Alloz;
06462570;CUSANCIN A CUSANCE 1;959492.0;6697050.99;Le Cusancin;
06462600;CUSANCIN A CUSANCE 3;958573.0;6696946.99;Le Cusancin;
06462650;CUSANCIN A CUSANCE 2;958103.0;6696890.99;Le Cusancin;
06462700;CUSANCIN A GUILLON-LES-BAINS 2;957390.0;6696441.99;Le Cusancin;
06462740;CUSANCIN A GUILLON-LES-BAINS 1;955283.0;6696634.99;Le Cusancin;
06462800;CUSANCIN A PONT-LES-MOULINS 1;954361.0;6696896.99;Le Cusancin;
06462900;CUSANCIN A PONT-LES-MOULINS 2;954200.0;6697272.99;Le Cusancin;
06462910;AUDEUX A EPENOUSE ;958350.0;6685776.99;L'Audeux;
06462920;AUDEUX A BREMONDANS ;956608.0;6687304.99;L'Audeux;
06462930;AUDEUX A ORSANS 2;955792.0;6688617.99;L'Audeux;
06462931;AUDEUX A ORSANS 3;956300.0;6687960.99;L'Audeux;
06462940;SESSERANT A PONT-LES-MOULINS ;953858.0;6697501.99;Le Sesserant;
06462950;CUSANCIN A BAUME-LES-DAMES 1;955282.0;6698902.99;Le Cusancin;
06463050;AUDEUX A VILLERS-CHIEF ;958857.0;6685263.99;L'Audeux;
06463550;DOULONNES A PLUMONT 1;907895.0;6672068.0;La Morte;
06463600;DOULONNES A PLUMONT 2;907462.0;6672514.99;La Morte;
06463610;RUISSEAU DE PLUMONT A PLUMONT 1;905599.0;6671925.0;Ruisseau du Plumont;
06463700;DOULONNES A RANS ;905858.0;6673744.99;La Morte;
06463710;DOULONNES A RANS 2;905918.0;6673235.99;La Morte;
06463800;DOULONNES A ETREPIGNEY 2;903936.0;6673900.99;La Morte;
06463805;RUISSEAU DE LA BRETIGNERE A ETREPIGNEY 1;902408.0;6672608.99;Ruisseau d'Our;
06463810;DOULONNES A ETREPIGNEY 3;903275.0;6673728.99;La Morte;
06463950;DOULONNES A ETREPIGNEY 1;903052.0;6673716.99;La Morte;
06463960;GRABUSSE A DAMPIERRE ;906558.0;6678242.99;La Grabusse;
06463970;RUISSEAU DE SOBANT A ROUTELLE ;915068.0;6678020.0;Ruisseau de Sobant;
06463980;RUISSEAU DE L'ETANG A BYANS-SUR-DOUBS ;916033.0;6673979.0;Ruisseau de l'Etang;
06463990;RUISSEAU DE BYANS A BYANS SUR DOUBS;916150.0;6673477.99;;
06464030;ARNE A AUXANGE 1;906583.0;6680868.99;L'Arne;
06464040;ARNE A LOUVATANGE 1;905243.0;6680054.99;L'Arne;
06464050;ARNE A LOUVATANGE 2;904950.0;6679935.99;L'Arne;
06464060;ARNE A GENDREY ;904508.0;6679897.99;L'Arne;
06464100;ARNE A AUXANGE 3;901148.0;6678121.99;L'Arne;
06464130;ARNE A AUXANGE 2;900030.0;6677853.99;L'Arne;
06464160;RUISSEAU DE L'ABERGEMENT A MALANGE 1;898905.0;6679486.99;Ruisseau de l'Abergement;
06464200;RUISSEAU DE L'ABERGEMENT A MALANGE 2;898656.0;6678445.0;Ruisseau de l'Abergement;
06464201;RUISSEAU DE L'ABERGEMENT A MALANGE 3;898624.0;6678500.99;Ruisseau de l'Abergement;
06464202;RUISSEAU DE L'ABERGEMENT A MALANGE 4;899252.0;6677569.99;Ruisseau de l'Abergement;
06464230;VEZE DE VRIANGE A VRIANGE 1;895237.0;6678787.99;Ruisseau de la Véze;
06464260;VEZE DE VRIANGE A VRIANGE 2;895850.0;6678249.99;Ruisseau de la Véze;
06464300;VEZE DE VRIANGE A MALANGE ;897554.0;6677760.99;Ruisseau de la Véze;
06464330;ARNE A LAVANS-LES-DOLE 1;898805.0;6676219.99;L'Arne;
06464360;ARNE A LAVANS-LES-DOLE 2;898879.0;6676024.99;L'Arne;
06464361;ARNE A LAVANS-LES-DOLE 4;898025.0;6675128.99;;
06464400;RUISSEAU DE LAVANGEOT A ROMANGE ;896975.0;6676292.99;;
06464420;RUISSEAU DE LAVANGEOT A LAVANGEOT ;897533.0;6675691.99;;
06464450;ARNE A ORCHAMPS ;897613.0;6674550.99;L'Arne;
06464455;RUISSEAU D'ECLAN A ECLAN-NENON 1;897564.0;6672045.99;Le Bief;
06464458;RUISSEAU D'ECLAN A ECLAN-NENON 2;897332.0;6672499.99;;
06464460;RUISSEAU DU BIEF A ECLANS-NENON ;897197.0;6672887.0;Le Bief;
06464465;RUISSEAU DES JONCS PRES A MENOTEY 1;888799.0;6676734.99;Ruisseau des Joncs Prés;
06464470;RUISSEAU DES JONCS PRES A MENOTEY 2;888890.0;6677808.99;Ruisseau des Joncs Prés;
06464475;RUISSEAU DE BORNE A MENOTEY ;889061.0;6678501.99;Ruisseau de Borne;
06464480;RUISSEAU DE BORNE A CHEVIGNY 1;887715.0;6678159.99;Ruisseau de Borne;
06464485;BIEF DU MOULIN A CHEVIGNY 2;887128.0;6678409.99;;
06464490;RUISSEAU DE BORNE A CHEVIGNY ;886742.0;6678342.99;Ruisseau de Borne;
06464600;CLAUGE A CHATELAY ;905320.0;6668063.99;La Clauge;
06464650;TANCHE A CHATELAY ;905961.0;6665006.0;Ruisseau de la Tanche;
06464700;CLAUGE A LA-VIEILLE-LOYE 3;900136.0;6664441.99;La Clauge;
06464750;TANCHE A LA-VIEILLE-LOYE 1;900039.0;6663281.0;Ruisseau de la Tanche;
06464755;TANCHE A LA-VIEILLE-LOYE 3;899545.0;6663535.0;Ruisseau de la Tanche;
06464760;TANCHE A LA-VIEILLE-LOYE 2;899549.0;6663611.99;Ruisseau de la Tanche;
06464765;CLAUGE A LA-VIEILLE-LOYE 1;898936.0;6664096.99;La Clauge;
06464770;CLAUGE A LA-VIEILLE-LOYE 2;898008.0;6664179.0;La Clauge;
06464775;CLAUGE A AUGERANS ;896489.0;6664419.0;La Clauge;
06464800;CLAUGE A LA-LOYE ;892842.0;6662616.99;La Clauge;
06464850;ARNE A LAVANS-LES-DOLE 3;898817.0;6676119.0;L'Arne;
06464900;CLAUGE A DOLE ;891164.0;6662890.99;La Clauge;
06464950;CLAUGE A VILLETTE-LES-DOLE ;888186.0;6663081.99;La Clauge;
06465120;RUISSEAU DE LACHERE A GENDREY;902568.0;6681485.99;Ruisseau de la Vèze;
06465130;RUISSEAU DE LACHERE A GENDREY 1;902481.0;6682608.99;Ruisseau de la Vèze;
06465140;BIEF BAZEROTTE A CHAMPVANS;883987.0;6671096.99;Bief Bazerotte;
06465150;BIENNE A LAVANS LES ST CLAUDE 2;915001.0;6590741.99;La Bienne;
06465160;BIENNE A MOLINGES;912999.0;6587827.99;La Bienne;
06465170;BIEF DE LA CHAILLE A PREMANON;934384.0;6600488.99;Bief de la Chaille;
06465180;ANGILLON A ARDON 3;919867.0;6633709.99;L'Angillon;
06466050;BREME A CHARBONNIERES-LES-SAPINS ;944317.0;6675833.99;La Brême;
06466150;BREME A BONNEVAUX-LE-PRIEURE 1;940212.0;6674645.99;La Brême;
06466250;BREME A BONNEVAUX-LE-PRIEURE 2;939292.0;6674912.99;La Brême;
06466350;PLAISIR FONTAINE A BONNEVAUX-LE-PRIEURE ;938795.0;6675189.99;Ruisseau de Plaisir Fontaine;
06466450;BREME A ORNANS ;936076.0;6672527.99;La Brême;
06466500;LISON A NANS-SOUS-STE-ANNE 2;928899.0;6656122.99;Le Lison;
06466510;LISON A NANS-SOUS-STE-ANNE 3;927910.0;6657167.99;Le Lison;
06466520;LISON A NANS-SOUS-STE-ANNE 4;927899.0;6657257.99;Le Lison;
06466525;LISON A NANS SOUS SAINTE ANNE 5;927894.0;6657379.99;Le Lison;
06466600;LISON A NANS-SOUS-STE-ANNE 1;927961.0;6656708.99;Le Lison;
06466700;LISON A ETERNOZ 1;928257.0;6659700.99;Le Lison;
06466720;LISON A ETERNOZ 2;927998.0;6659876.99;Le Lison;
06466800;LISON A MYON 1;924511.0;6663234.99;Le Lison;
06466820;LISON A MYON 2;923764.0;6663467.99;Le Lison;
06466850;GOULUE A CUSSEY-SUR-LISON ;925015.0;6666134.99;La Goulue;
06466950;LISON A CHATILLON-SUR-LISON 2;926699.0;6667769.99;Le Lison;
06467550;CUISANCE A LES-PLANCHES-PRES-ARBOIS 1;913676.0;6645830.99;La Cuisance;
06467600;CUISANCE A LES-PLANCHES-PRES-ARBOIS 2;914148.0;6645963.99;;
06467650;CUISANCE A LES-PLANCHES-PRES-ARBOIS 4;913623.0;6646277.99;La Cuisance;
06467700;CUISANCE A MESNAY 1;913419.0;6647177.99;La Cuisance;
06467800;CUISANCE A MESNAY 2;911702.0;6648107.0;La Cuisance;
06467820;RUISSEAU DE PUPILLIN A ARBOIS 1;910796.0;6647504.99;;
06467830;CUISANCE A ARBOIS 3;911105.0;6648257.99;La Cuisance;
06467835;CUISANCE A ARBOIS 4;910939.0;6648403.99;La Cuisance;
06467840;CUISANCE A ARBOIS 5;909760.0;6650043.99;La Cuisance;
06467845;CUISANCE A ARBOIS 6;909627.0;6650179.0;La Cuisance;
06467870;RUISSEAU DE JAVEL A ARBOIS ;911089.0;6649063.99;Ruisseau Javel;
06467900;CUISANCE A VILLETTE-LES-ARBOIS ;909166.0;6650557.0;La Cuisance;
06467950;CUISANCE A VADANS 1;905635.0;6650691.99;La Cuisance;
06468000;CUISANCE A VADANS 2;905578.0;6650684.0;La Cuisance;
06468100;CUISANCE A MATHENAY ;903928.0;6651413.0;La Cuisance;
06468150;BIEF MAGNIN A LA-FERTE ;902566.0;6652237.99;Bief Magnin;
06468200;CUISANCE A LA-FERTE ;901465.0;6654106.99;La Cuisance;
06468220;VERINE A VAUDREY ;899380.0;6656571.99;La Verine;
06468250;VIEILLE RIVIERE A VAUDREY ;898748.0;6657040.99;Vieille Rivière;
06468300;HAMECON A VAUDREY ;898220.0;6653754.99;L'Hameçon;
06468320;HAMECON A MONT-SOUS-VAUDREY ;898040.0;6657015.0;L'Hameçon;
06468350;CUISANCE A BANS ;896688.0;6657956.99;La Cuisance;
06468450;CUISANCE A SOUVANS 1;894511.0;6658541.99;La Cuisance;
06468700;GLANON A ARBOIS ;907991.0;6647513.99;Le Glanon;
06468950;GLANON A VADANS ;906573.0;6650273.0;Le Glanon;
06469000;ORAIN A POLIGNY 2;906256.0;6640374.99;L'Orain;
06469050;ORAIN A POLIGNY 1;905602.0;6640260.99;L'Orain;
06469150;ORAIN A TOURMONT 2;903490.0;6643141.99;L'Orain;
06469200;ORAIN A TOURMONT 1;902776.0;6643522.99;L'Orain;
06469250;BIEF SALE A TOURMONT ;901669.0;6643997.99;Bief Salé;
06469270;BIEF D'ACLE A BERSAILLIN ;899738.0;6642717.99;Bief d'Acle;
06469300;ORAIN A BERSAILLIN ;898234.0;6644265.99;L'Orain;
06469350;ORAIN A COLONNE ;896292.0;6647234.99;L'Orain;
06469400;ORAIN A SELIGNEY ;893138.0;6651355.99;L'Orain;
06469500;ORAIN A VILLERS-ROBERT 2;891124.0;6653139.99;L'Orain;
06469550;VEUGE A NEVY-LES-DOLE ;890744.0;6656580.99;La Veuge;
06469600;ORAIN A RAHON ;886150.0;6656823.99;L'Orain;
06469700;ORAIN A ST-BARAING ;884514.0;6657161.99;L'Orain;
06469800;ORAIN A CHAUSSIN 3;881450.0;6653578.0;L'Orain;
06469950;ORAIN A CHAUSSIN 1;881638.0;6654182.99;L'Orain;
06470000;GROZONNE A GROZON 1;905502.0;6646761.99;La Grozonne;
06470150;GROZONNE A GROZON 2;904339.0;6647561.0;La Grozonne;
06470250;GROZONNE A MONTHOLIER 1;902319.0;6648698.99;La Grozonne;
06470350;GROZONNE A MONTHOLIER 2;898741.0;6647047.99;La Grozonne;
06470450;GROZONNE A VILLERS-LES-BOIS ;896697.0;6647918.0;La Grozonne;
06470500;GLANTINE A VAUX-SUR-POLIGNY 1;908206.0;6639245.99;La Glantine;
06470650;GLANTINE A VAUX-SUR-POLIGNY 2;907283.0;6640032.99;La Glantine;
06470680;BUVILLY A BUVILLY ;906932.0;6644217.99;;
06470700;RUISSEAU DE BUVILLY A POLIGNY ;906139.0;6642217.0;;
06470800;GLANTINE A POLIGNY ;905123.0;6642633.99;La Glantine;
06470900;GROZONNE A NEUVILLEY ;898685.0;6647086.99;La Grozonne;
06470950;GLANTINE A TOURMONT ;903929.0;6643222.99;La Glantine;
06471050;FESCHOTTE A BADEVEL 1;996594.0;6718210.99;La Feschotte;
06471055;FESCHOTTE A BADEVEL 2;996500.0;6718977.99;La Feschotte;
06471150;RUISSEAU DE FESCHE L'EGLISE A BADEVEL ;996523.0;6718891.99;;
06471200;FESCHOTTE A DAMPIERRE-LES-BOIS ;996250.0;6719357.99;La Feschotte;
06471300;RUISSEAU DU MARTINET A OFFEMONT ;991238.0;6735643.99;;
06471350;RUISSEAU D'OFFEMONT A OFFEMONT ;990966.0;6736166.99;;
06471355;RUISSEAU DE L'ETANG RUDOLPHE A OFFEMONT 1;991187.0;6736866.99;;
06471450;FESCHOTTE A FESCHES-LE-CHATEL ;993304.0;6720964.99;La Feschotte;
06471500;RUISSEAU DE L'ETANG DES FORGES A BELFORT 2;990057.0;6734614.99;;
06471550;RUISSEAU DE L'ETANG DES FORGES A BELFORT 3;989794.0;6734044.99;;
06474210;FRESCHOTTE A FESCHES-LE-CHATEL ;994372.0;6720485.99;La Feschotte;
06474220;DOUBS A BAVANS ;982969.0;6715435.99;Le Doubs;
06474900;SABLONNE A ST-AUBIN ;877456.0;6660967.99;La Sablonne;
06474920;SABLONNE A ANNOIRE ;872040.0;6653666.99;La Sablonne;
06474925;SABLONNE A LAYS-SUR-LE-DOUBS ;871367.0;6650565.99;La Sablonne;
06474950;DOUBS A LAYS-SUR-LE-DOUBS ;870740.0;6650253.99;Le Doubs;
06477010;SERPENTINE A CENSEAU 3;933981.0;6639049.99;La Serpentine;
06477040;SERPENTINE A CENSEAU 2;933967.0;6639076.99;La Serpentine;
06477060;COMBES A BIEF-DU-FOURG ;936308.0;6639107.99;;
06477070;RUISSEAU DU MARTINET A MIGNOVILLARD ;937279.0;6637394.99;Ruisseau du Martinet;
06477080;RUISSEAU DU MARTINET A COMMUNAILLES-EN-MONTAGNE 1;936434.0;6637467.99;Ruisseau du Martinet;
06477100;RUISSEAU DU MARTINET A COMMUNAILLES-EN-MONTAGNE 2;934892.0;6637446.99;Ruisseau du Martinet;
06477150;SERPENTINE A MOLPRE ;934019.0;6636875.99;La Serpentine;
06477160;RUISSEAU D'ESSAUILLY A MOLPRE 1;934201.0;6636388.99;Ruisseau d'Essauilly;
06477170;RUISSEAU D'ESSAUILLY A MOLPRE 2;933273.0;6635848.99;Ruisseau d'Essauilly;
06477180;RIX A RIX ;932497.0;6634743.99;;
06477250;SERPENTINE A MIEGES 1;931673.0;6635440.99;La Serpentine;
06477270;PLENISE A PLENISE ;931488.0;6637674.99;Ruisseau du Gouffre de l'Houle;
06477290;ESSERVAL A ESSERVAL-COMBE ;931816.0;6637703.0;;
06477300;PLENISETTE A PLENISETTE ;931362.0;6637242.0;;
06477320;RUISSEAU DU GOUFFRE DE L'HOULE A MIEGES 1;931448.0;6637191.99;Ruisseau du Gouffre de l'Houle;
06477350;RUISSEAU DU GOUFFRE DE L'HOULE A MIEGES 2;931272.0;6635767.99;Ruisseau du Gouffre de l'Houle;
06477360;SERPENTINE A NOZEROY 3;930860.0;6634855.99;La Serpentine;
06477370;RUISSEAU DE SETTIERE A LONGCOCHON ;933378.0;6634543.0;La Settière;
06477400;RUISSEAU DE SETTIERE A NOZEROY ;931139.0;6633920.99;La Settière;
06477430;CHASEAUX A MIEGES ;931167.0;6633806.0;;
06477450;SERPENTINE A NOZEROY 2;930711.0;6633559.99;La Serpentine;
06486110;ALTIER A CUBIERES 2;762231.0;6375328.99;L'Altier;
06486120;AIN A CHAMPAGNOLE ;920561.0;6631617.99;L'Ain;
06486545;PROVELLE A CHAMPAGNOLE 4;920499.0;6632876.99;Bief de Provelle;
06486547;PROVELLE A CHAMPAGNOLE 1;920499.0;6632629.99;Bief de Provelle;
06486548;PROVELLE A CHAMPAGNOLE 3;920366.0;6632498.99;Bief de Provelle;
06486550;PROVELLE A CHAMPAGNOLE 2;920520.0;6631635.99;Bief de Provelle;
06486590;BALERNE A NEY 2;918519.0;6629116.99;;
06486595;BALERNE A NEY 3;918388.0;6629908.99;;
06486600;BIEF DE LA RECULEE  A NEY 3;918317.0;6630041.99;Bief de la Reculée;
06486695;BIEF DE LA RECULEE A NEY 2;920222.0;6628526.99;Bief de la Reculée;
06486700;BIEF DE LA RECULEE A NEY 1;918710.0;6629920.99;Bief de la Reculée;
06491020;SEILLE A LADOYE-SUR-SEILLE ;905179.0;6632545.99;La Seille;
06491060;SEILLE A NEVY-SUR-SEILLE ;901666.0;6629579.99;La Seille;
06491070;SEILLE A NEVY-SUR-SEILLE 1;902891.0;6630635.99;La Seille;
06491100;DARD A BAUME-LES-MESSIEURS 1;901520.0;6624458.99;Le Dard;
06491120;SEILLE A BAUME-LES-MESSIEURS 2;902683.0;6625690.99;Seille de Beaume;
06491125;SEILLE DE BAUME A BAUME LES MESSIEURS 4;901725.0;6626874.99;Seille de Beaume;
06491150;SEILLE A BAUME-LES-MESSIEURS 3;902023.0;6626684.99;Seille de Beaume;
06491170;SEILLE A NEVY-SUR-SEILLE 2;900707.0;6629715.99;La Seille;
06491200;SEILLE A VOITEUR 1;900066.0;6631159.99;La Seille;
06491210;SEILLE A VOITEUR 2;899587.0;6631939.99;La Seille;
06491220;CHAMBON A VOITEUR ;899543.0;6632164.99;Ruisseau de la Chambon;
06491250;SEILLE A DOMBLANS ;899193.0;6632315.99;La Seille;
06491270;RUISSEAU DE VAU A FRONTENAY ;899305.0;6634795.99;Ruisseau de Vau;
06491280;VAU A DOMBLANS ;897645.0;6633696.99;Ruisseau de Vau;
06491300;SEILLE DE BEAUME A DOMBLANS ;897389.0;6633546.99;La Seille;
06491320;SEMEREULE A BRERY ;896998.0;6634043.99;La Semereule;
06491350;SEILLE A ST-GERMAIN-LES-ARLAY ;895081.0;6633051.99;La Seille;
06491370;SEREIN A LAVIGNY ;897955.0;6626711.99;Le Serein;
06491380;SEREIN A LAVIGNY 1;898112.0;6627848.99;Le Serein;
06491390;SEREIN A LE LOUVEROT 1;896884.0;6629479.99;Le Serein;
06491400;SEREIN A LE-VERNOIS ;897804.0;6628595.99;Le Serein;
06491410;QUART A ST-GERMAIN-LES-ARLAY ;896247.0;6631414.99;Ruisseau du Quart;
06491420;SEREIN A LE-LOUVEROT ;896260.0;6631844.99;Le Serein;
06491450;SEREIN A ST-GERMAIN-LES-ARLAY ;894814.0;6632543.99;Le Serein;
06491500;SEILLE A ARLAY ;892262.0;6631914.99;La Seille;
06491510;RUISSEAU DE MUTIGNEY A PESMES;891272.0;6691009.99;;
06491550;SEILLE A BLETTERANS ;889692.0;6630160.0;La Seille;
06491555;RONDAINE A RELANS ;887096.0;6631374.99;La Rondaine;
06491600;SEDAN A QUINTIGNY 1;894600.0;6628991.99;Le Sedan;
06491620;SEDAN A QUINTIGNY 2;892477.0;6628861.99;Le Sedan;
06491650;SEDAN A LARNAUD ;888036.0;6627727.99;Le Sedan;
06491670;RUISSEAU DES MOURACHES A ST-DIDIER ;891427.0;6626528.99;Ruisseau des Mouraches;
06491700;MADELEINE A ST-DIDIER 1;895059.0;6625750.99;Ruisseau de la Madeleine;
06491710;RUISSEAU DE LA MADELEINE A LE PIN;895463.0;6626334.99;Ruisseau de la Madeleine;
06491715;RUISSEAU DES MOURACHES A L'ETOILE;892815.0;6627434.99;Ruisseau des Mouraches;
06491720;MADELEINE A ST-DIDIER 2;893242.0;6625621.0;Ruisseau de la Madeleine;
06491725;SEILLETTE A RUFFEY SUR SEILLE;891233.0;6630297.99;Bras la Seillette Amont de la Seille;
06491730;RUISSEAU DE LA MADELEINE A SAINT DIDIER 3;892429.0;6625713.99;Ruisseau de la Madeleine;
06491740;RUISSEAU DES MOURACHES A SAINT DIDIER 1;889704.0;6626244.99;Ruisseau des Mouraches;
06491750;MADELEINE A LARNAUD ;887202.0;6627497.99;Ruisseau de la Madeleine;
06491760;SEDAN A LARNAUD 1;887201.0;6627559.99;Le Sedan;
06491770;SEILLETTE A VILLEVIEUX ;886842.0;6628153.99;Bras la Seillette Amont de la Seille;
06491780;SEILLETTE A BLETTERANS;884593.0;6627684.99;Bras la Seillette Amont de la Seille;
06491950;SEILLE DE BEAUME A COSGES ;883490.0;6629448.99;La Seille;
06492100;SEREIN A ST GERMAIN LES ARLAY 1;895341.0;6632220.99;Le Serein;
06492110;DOYE A CHAPOIS;925157.0;6641728.99;La Doye;
06492120;RUISSEAU DE COMBE SANDON A DOYE;928745.0;6633139.99;Ruisseau de Combe Sandon;
06492130;LONDAINE A CHAMPAGNOLE;921569.0;6631293.99;La Londaine;
06492140;BIEF MARTIN A MARIGNY;911835.0;6625112.99;Bief Martin;
06492150;BIEF DU MOULIN A CROTENAY;913660.0;6631177.99;Bief du Moulin;
06492160;BIEF DE L'OEUF A MARIGNY;910838.0;6623981.99;Bief de l'Oeuf;
06492170;BIEF DE LA COURTINE A CHATILLON;909083.0;6620743.99;;
06492180;DAILLON A BLYE;905742.0;6616372.99;Le Daillon;
06492190;DUDON A DOUCIER;909001.0;6619057.99;Le Dudon;
06492200;DROUVENANT A CLAIRVAUX LES LACS 1;910424.0;6612896.99;Le Drouvenant;
06492550;SORNE A VERNANTOIS ;896837.0;6618058.99;La Sorne;
06492650;SORNE A MARCONAY ;895577.0;6619131.99;La Sorne;
06492750;SORNE A COURBOUZON 1;893835.0;6619855.0;La Sorne;
06492850;SORNE A COURBOUZON 2;892962.0;6620437.99;La Sorne;
06492900;SORNE A CHILLY-LE-VIGNOBLE ;891575.0;6620791.99;La Sorne;
06492950;SORNE A FREBUANS ;889827.0;6620328.99;La Sorne;
06493100;RUISSEAU DE BELLECOMBE A LOISIA 1;889515.0;6600820.99;;
06493110;RUISSEAU DE MURGATIERE A GRAYE ET CHARNAY 1;889627.0;6599490.99;;
06493120;RUISSEAU COMBE FROIDE A GIGNY;888807.0;6597102.99;;
06493130;RUISSEAU DU DARD A LOUVENNE;889675.0;6595346.99;Ruisseau du Dard;
06493140;RUISSEAU DE NOELTANT A LOUVENNE 1;891695.0;6596917.99;Ruisseau de Noëltant;
06493150;BIEF DE LONGEAILLE A ANDELOT MORVAL;886715.0;6593654.99;Le Toisin;
06493160;SURAN A VILLECHANTRIA 1;886915.0;6587901.99;Le Suran;
06493170;SURAN A MONTFLEUR 1;888191.0;6582890.99;Le Suran;
06493180;SURAN A LOUVENNE;888604.0;6594140.99;Le Suran;
06493190;NOELTANT A LOUVENNE 1;889685.0;6594178.99;Ruisseau de Noëltant;
06493200;SURAN A GERMAGNAT 1;887860.0;6581737.99;Le Suran;
06493210;SURAN A CHAVANNES SUR SURAN 1;887185.0;6576154.99;Le Suran;
06493220;SURAN A PONT D'AIN;880026.0;6553435.99;Le Suran;
06493230;DOYE A MONTFLEUR;887944.0;6585062.99;La Doye;
06493240;PETIT SURAN A CHAVANNES SUR SURAN;887011.0;6576176.99;;
06493250;SELIGNAC  A SIMANDRE SUR SURAN 3;888502.0;6574596.99;Ruisseau de Sélignac;
06493260;SURAN A VILLEREVERSURE 4;884679.0;6569635.99;Le Suran;
06494050;SURAN A LOISIA 3;888852.0;6601721.99;Le Suran;
06494150;RUISSEAU DE BELLECOMBE A LOISIA ;889115.0;6601157.99;;
06494200;SURAN A LOISIA 1;889078.0;6601173.99;Le Suran;
06494220;RUISSEAU DE MURGATIERE A GRAYE-ET-CHARNAY ;888980.0;6599414.99;;
06494250;VERIA A GRAYE-ET-CHARNAY ;888175.0;6599073.99;Ruisseau de Veria;
06494270;RUISSEAU DE VERIA A VERIA 1;886285.0;6597230.99;Ruisseau de Fourchat;
06494300;RUISSEAU DE VERIA A VERIA 2;887871.0;6598868.99;Ruisseau de Veria;
06494350;SURAN A GIGNY 2;888687.0;6597923.99;Le Suran;
06494370;SURAN A GIGNY 3;888368.0;6597265.99;Le Suran;
