CdStationMesureEauxSurface;LbStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;NomEntiteHydrographique;TypeCEStationMesureEauxSurface
02065500;LA PLAINE À RAON-L'ETAPE;984450.0;6818996.99;La Plaine;
02065600;LA MEURTHE À RAON-L'ETAPE;983273.0;6819166.99;La Meurthe;
02065800;LE RUISSEAU DE CLAIRUPT À BERTRICHAMPS;983395.0;6820603.99;Ruisseau de Clairu;
02065850;LE RUISSEAU DES GRANDS FINS À THIAVILLE-SUR-MEURTHE;980705.0;6818642.99;Ruisseau des Grands Fins;
02066000;LA MEURTHE À THIAVILLE;981641.0;6820100.99;La Meurthe;
02066020;LE RUISSEAU DE SAINT-JEAN À BERTRICHAMPS;981782.0;6820835.99;;
02066500;LA BASSE-SAINT-JEAN À BERTRICHAMPS;982024.0;6820971.99;;
02066550;LE RUISSEAU DE VIOMBOIS À BERTRICHAMPS;981180.0;6821982.99;Ruisseau de Viombois;
02066700;LE RUISSEAU DE MONCELLE À LACHAPELLE;977261.0;6820973.99;Ruisseau de Moncelle;
02066730;LE RUISSEAU DE LA BASSE DU PETIT-ÉTANG À MERVILLER;979256.0;6824375.99;;
02066760;LE RUISSEAU DES BINGOTTES À BACCARAT;978228.0;6822981.99;Ruisseau des Bingottes;
02066800;LA MEURTHE À BACCARAT;976093.0;6823718.99;La Meurthe;
02066900;LE RUISSEAU DU BOURUPT À BACCARAT;974673.0;6823566.99;Ruisseau du Bourupt;
02067000;LA MEURTHE À AZERAILLES;973360.0;6826539.99;La Meurthe;
02067070;LE MAZUROT À GLONVILLE;972088.0;6824966.99;Ruisseau le Mazurot;
02067120;LE RUISSEAU DES TEMPLIERS À FLIN;970800.0;6830704.99;Ruisseau des Templiers;
02067130;LA MEURTHE À FLIN;970332.0;6828233.99;La Meurthe;
02067150;LA MEURTHE À SAINT-CLEMENT;965616.0;6830883.99;La Meurthe;
02067151;LE RUISSEAU DES FAUCHEES À FLIN;969925.0;6831715.99;Ruisseau des Fauchees;
02067152;LE RUISSEAU DES FAUCHEES À LARONXE;965764.0;6832382.99;Ruisseau des Fauchees;
02067153;LE RUISSEAU DES FAUCHEES À SAINT-CLEMENT;965223.0;6831275.99;Ruisseau des Fauchees;
02067154;LA MEURTHE À FRAIMBOIS;962048.0;6833197.99;La Meurthe;
02067157;LA MEURTHE À MONCEL-LES-LUNEVILLE;960380.0;6835792.99;La Meurthe;
02067161;LE RUISSEAU DE LA BASSE HIERY À SAINT-SAUVEUR;996129.0;6832773.99;Ruisseau de la Basse Hiery;
02067163;LE RUISSEAU DE LA BALLE MAUVAIS À SAINT-SAUVEUR;996029.0;6832799.99;Ruisseau de la Balle Mauvais;
02067164;LA VEZOUZE À SAINT-SAUVEUR (AMONT);994534.0;6833176.99;La Vezouze;
02067165;LA VEZOUZE À SAINT-SAUVEUR;994242.0;6834138.99;La Vezouze;
02067167;LA VEZOUZE À VAL-ET-CHATILLON (AMONT);992701.0;6835001.99;La Vezouze;
02067168;LA VEZOUZE À VAL-ET-CHATILLON (AVAL);992392.0;6836828.99;La Vezouze;
02067170;LE CHATILLON À VAL-ET-CHATILLON;993647.0;6837780.99;Ruisseau de Chatillon;
02067185;L'HERBAS À CIREY-SUR-VEZOUZE;990771.0;6840090.99;L'Herbas;
02067188;LA VEZOUZE À FREMONVILLE;985955.0;6838956.99;La Vezouze;
02067200;LA VEZOUZE À BLAMONT;984038.0;6839222.99;La Vezouze;
02067250;LE RUISSEAU DE VOISE À GOGNEY;985899.0;6842955.99;Ruisseau de Voise;
02067300;LA VEZOUZE À BLAMONT (PETIT BREUIL);982842.0;6839009.99;La Vezouze;
02067305;LA VEZOUZE À BLAMONT (AVAL);981713.0;6837077.99;La Vezouze;
02067350;LE VACON À NONHIGNY;986579.0;6835246.99;Ruisseau le Vacon;
02067400;LE VACON À BARBAS;984385.0;6837445.99;Ruisseau le Vacon;
02067445;LA BLETTE À BADONVILLER (MONUMENT 358RI);989088.0;6829350.99;La Blette;
02067448;LA BLETTE À BADONVILLER (AVAL STEP);986290.0;6829619.99;La Blette;
02067450;LA BLETTE À BADONVILLER;985215.0;6830062.99;La Blette;
02067470;LA BREME À BREMENIL;988579.0;6831628.99;Ruisseau la Breme;
02067485;LA BLETTE À SAINT-MAURICE-AUX-FORGES;984764.0;6830121.99;La Blette;
02067490;LA BLETTE À MONTIGNY;981271.0;6830728.99;La Blette;
02067500;LA BLETTE À MIGNEVILLE;979147.0;6832499.99;La Blette;
02067505;LA BLETTE À MIGNEVILLE (AVAL);978234.0;6833687.99;La Blette;
02067515;LA VEZOUZE À SAINT-MARTIN;975118.0;6835799.99;La Vezouze;
02067550;LE RUISSEAU DESSOUS L'ÉTANG À BLEMEREY;975066.0;6838352.99;Ruisseau Dessous l'Etang;
02067560;LA VERDURETTE À NEUFMAISONS (AMONT SALMONRU);984886.0;6824036.99;La Verdurette;
02067575;LA VERDURETTE À NEUFMAISONS;984833.0;6824217.99;La Verdurette;
02067576;LA VERDURETTE À NEUFMAISONS (AVAL);984124.0;6825260.99;La Verdurette;
02067577;LE RUISSEAU DU PRE-DU-BOIS À VACQUEVILLE;983171.0;6825619.99;;
02067578;LE RUISSEAU DE VENAY À VACQUEVILLE;982125.0;6826164.99;;
02067583;LA PEXONNE À VACQUEVILLE;982201.0;6827236.99;Ruisseau des Grands Pres;
02067585;LA VERDURETTE À MERVILLER;980417.0;6827224.99;La Verdurette;
02067593;LE RUISSEAU DES AMES À BROUVILLE;978251.0;6828577.99;Ruisseau des Ames;
02067595;LA VERDURETTE À VAXAINVILLE;977298.0;6830737.99;La Verdurette;
02067598;LA VERDURETTE À PETTONVILLE;975858.0;6832028.99;La Verdurette;
02067600;LA VERDURETTE À RECLONVILLE;975185.0;6833112.99;La Verdurette;
02067750;LA VEZOUZE À BENAMENIL;971207.0;6836687.99;La Vezouze;
02067795;LA VEZOUZE À THIEBAUMESNIL (AMONT);967884.0;6837147.99;La Vezouze;
02067800;LA VEZOUZE À THIEBAUMENIL;967549.0;6837179.99;La Vezouze;
02067895;LE RUISSEAU DE FROUARD À LANEUVEVILLE-AUX-BOIS;967318.0;6840617.99;Ruisseau de Frouard;
02067900;LE RUISSEAU DES AMIS À MARAINVILLER;967241.0;6839070.99;Ruisseau des Amis;
02067905;LE RUISSEAU DE TABELLION À CROISMARE;964166.0;6838603.99;;
02067945;LA MEURTHE À LUNÉVILLE (LES GRANDES SAUSSAIES);958386.48;6836917.86;La Meurthe;
02067950;LA VEZOUZE À CROISMARE;962208.0;6839953.99;La Vezouze;
02068000;LA MEURTHE À LUNEVILLE;956679.0;6837020.99;La Meurthe;
02068500;LA MEURTHE À REHAINVILLER;956080.0;6835485.99;La Meurthe;
02068510;LE LAXAT À HERIMENIL;957565.0;6834887.99;Ruisseau le Laxat;
02068580;LA MORTAGNE À BROUVELIEURES;976468.0;6801209.99;La Mortagne;
02068600;LA MORTAGNE À AUTREY;973316.0;6805760.99;La Mortagne;
02068620;L'ARENTELE À BRUYERES;974456.0;6799270.99;Ruisseau l'Arentele;
02068630;L'ARENTELE À GRANDVILLERS;971890.0;6799614.99;Ruisseau l'Arentele;
02068640;L'ARENTELE À PIERREPONT-SUR-L'ARENTELE;970769.0;6802062.99;Ruisseau l'Arentele;
02068660;LE PETIT DURBION À GRANDVILLERS;971005.0;6799335.99;Ruisseau le Petit Durbion;
02068680;L'ARENTELE À SAINTE-HELENE (LE GRAND BREUIL);970364.0;6805757.99;Ruisseau l'Arentele;
02068700;L'ARENTELE À SAINTE-HELENE;969933.0;6807156.99;Ruisseau l'Arentele;
02068740;LE PADOZEL À VOMECOURT;967198.0;6807311.99;Ruisseau le Padozel;
02068743;LE PADOZEL À VOMECOURT (FERME DE BOUZILLON);968774.0;6808798.99;Ruisseau le Padozel;
02068747;LE RUISSEAU DE LA PRAIRIE À ROVILLE-AUX-CHENES;966550.0;6814700.99;Ruisseau de la Prairie;
02068750;LA MEURTHE À ROSIERES;946405.0;6838707.99;La Meurthe;
02068760;LE RUISSEAU DES MONTAUX À ROVILLE-AUX-CHENES;966336.0;6815957.99;Ruisseau des Montaux;
02068790;LE RUISSEAU DE LA NAUVE À SAINT-MAURICE-SUR-MORTAGNE;965550.0;6816007.99;Ruisseau de la Nauve;
02068800;LA MORTAGNE À SAINT-MAURICE-SUR-MORTAGNE;965250.0;6816785.99;La Mortagne;
02068830;LE RUISSEAU DE NARBOIS À DEINVILLERS;963405.0;6818796.99;Ruisseau de Narbois;
02068877;LA BELVITTE À DONCIÈRES;969227.0;6816710.99;Ruisseau de Belvitte;
02068880;LA BELVITTE À XAFFEVILLERS;967653.0;6817644.99;Ruisseau de Belvitte;
02068900;LA BELVITTE À SAINT-PIERREMONT;964494.0;6821036.99;Ruisseau de Belvitte;
02069000;LA VEZOUZE À LUNEVILLE (A);956550.0;6838099.99;La Vezouze;
02069100;LA VEZOUZE À LUNEVILLE (B);956139.0;6837295.99;La Vezouze;
02070000;LA MORTAGNE À MOYEN;963571.0;6826084.99;La Mortagne;
02070030;LE RUISSEAU DE MORANVILLER À REMENOVILLE;958161.0;6825249.99;Ruisseau de Moranviller;
02070150;LA MORTAGNE À XERMAMENIL;954696.0;6832242.99;La Mortagne;
02070250;LA MEURTHE À DAMELEVIERES;950003.0;6834425.99;La Meurthe;
02070300;LE RUISSEAU DE DAMELEVIERES À DAMELEVIERES;950052.0;6833528.99;Ruisseau de Damelevieres;
02070305;LE RUISSEAU DU BREUIL À BARBONVILLE;946239.0;6832848.99;Ruisseau du Breuil;
02070330;LE RUISSEAU DE CLOS PRES À VITRIMONT;953128.0;6836928.99;Ruisseau de Clos Pres;
02070340;LE RUISSEAU DE CLOS PRES À DAMELEVIERES (AMONT);950224.0;6835256.99;Ruisseau de Clos Pres;
02070350;LE RUISSEAU DE CLOS PRES À DAMELEVIERES;949299.0;6835289.99;Ruisseau de Clos Pres;
02070370;LE RUISSEAU DE LA VOIVRE À ROSIÈRES-AUX-SALINES;948618.0;6836855.99;Ruisseau de la Voivre;
02070460;LE SANON À AVRICOURT;980141.0;6847842.99;Le Sanon;
02070480;LE SANON À MOUSSEY;978604.0;6848545.99;Le Sanon;
02070500;LE SANON À LAGARDE;973546.0;6849592.99;Le Sanon;
02070515;LE SANON À XURES;969667.0;6849149.99;Le Sanon;
02070525;LE RUISSEAU DE L'ÉTANG DE GRAVE À VAUCOURT;970021.0;6847056.99;Ruisseau de l'Etang de Grave;
02070535;LE FOSSE DE VOIRINPRE À PARROY;967056.0;6846607.99;Fosse de Voirinpre;
02070700;LE RUISSEAU DE LA GRANDE-GOUTTE À PARROY;965236.0;6846291.99;Ruisseau de la Grande Goutte;
02070745;LE GRAND RU À HENAMENIL;963724.0;6844861.99;Ruisseau le Grand Ru;
02070750;LE SANON À HENAMENIL;962001.0;6847364.99;Le Sanon;
02070775;LE RUISSEAU DU SOUCHE À EINVILLE-AU-JARD;957352.0;6844407.99;Ruisseau du Souche;
02070800;LE RUISSEAU DE FOSSATE À BATHELEMONT-LES-BAUZEMONT;959141.0;6848232.99;Ruisseau de Fossate;
02070810;LE RUISSEAU DE FOSSATE À BAUZEMONT;958749.0;6846624.99;Ruisseau de Fossate;
02070835;LE SANON À EINVILLE-AU-JARD;955346.0;6844472.99;Le Sanon;
02070850;LE RUISSEAU DE L'ÉTANG DE SERRE À MAIXE;953161.0;6845506.99;Ruisseau de l'Etang de Serre;
02070900;LE CANAL DE LA MARNE AU RHIN À MAIXE;953392.0;6843596.99;Canal de la Marne au Rhin;
02071000;LE SANON À SOMMERVILLER;949283.0;6842416.99;Le Sanon;
02071050;LE SANON À DOMBASLE;946871.0;6841813.99;Le Sanon;
02072000;LA MEURTHE À VARANGEVILLE;943747.0;6842125.99;La Meurthe;
02072050;LE PETIT RHONE À SAINT-NICOLAS-DE-PORT;943144.0;6840259.99;Ruisseau le Petit Rhone;
02072150;LA ROANNE À LENONCOURT;943470.0;6844283.99;La Roanne;
02072400;LA MEURTHE À ART-SUR-MEURTHE;939855.0;6844806.99;La Meurthe;
02072500;LA MEURTHE À LANEUVEVILLE-DEVANT-NANCY;938042.0;6844861.99;La Meurthe;
02072600;LE CANAL DE JONCTION - EMBRANCHEMENT DE NANCY À LUDRES;935201.0;6839212.99;Canal de Jonction (Embranchement de Nancy);
02072605;LE RUISSEAU DE L'ÉTANG À LANEUVEVILLE-DEVANT-NANCY;936620.0;6842261.99;Ruisseau de l'Etang;
02072610;ANNEXE DE LA MEURTHE (GRAVIÈRE) À ART-SUR-MEURTHE;938091.0;6845412.99;;
02072670;LE RUISSEAU DE GREMILLON À ESSEY-LES-NANCY;937462.0;6849628.99;Ruisseau de Gremillon;
02072690;LA MEURTHE À ART-SUR-MEURTHE (BADONFOSSÉ);937402.0;6846090.99;La Meurthe;
02072700;LA MEURTHE À TOMBLAINE;935986.0;6847843.99;La Meurthe;
02073000;LA MEURTHE À MALZEVILLE;934589.0;6849706.99;La Meurthe;
02073195;LE RU. DES ÉTANGS DE CHAMPIGNEULLES À CHAMPIGNEULLES (AMONT);930735.0;6851244.99;Ruisseau des Etangs de Champigneulles;
02073200;LE RUISSEAU DES ÉTANGS DE CHAMPIGNEULLES À CHAMPIGNEULLES;932256.0;6852296.99;Ruisseau des Etangs de Champigneulles;
02073630;L'AMEZULE À CHAMPENOUX;947190.0;6853608.99;L'Amezule;
02073650;L'AMEZULE À LAITRE-SOUS-AMANCE;940494.0;6853661.99;L'Amezule;
02073700;L'AMEZULE À DOMMARTIN-SOUS-AMANCE;939215.0;6853434.99;L'Amezule;
02073750;L'AMEZULE À EULMONT;936698.0;6853814.99;L'Amezule;
02074000;LA MEURTHE À BOUXIERES;932758.0;6854239.99;La Meurthe;
02074900;LA MAUCHÈRE À FAULX;933710.0;6859070.99;Ruisseau la Mauchere;
02075000;LA MOSELLE À CUSTINES;930647.0;6858901.99;La Moselle;
02075300;LA MOSELLE À MILLERY;928985.0;6860955.99;La Moselle;
02076000;LA MOSELLE À BLENOD;925879.0;6865386.99;La Moselle;
02076100;LA NATAGNE À VILLE-AU-VAL;930784.0;6864929.99;Ruisseau la Natagne;
02076105;LA MOSELLE À DIEULOUARD (ANNEXE);925185.0;6865002.99;La Moselle;
02076130;LE RUISSEAU DE BERNECOURT À GROSROUVRES;908512.0;6862424.99;Ruisseau de Bernecourt;
02076140;L'ESCHE À MINORVILLE;910373.0;6861516.99;Ruisseau d'Esche;
02076175;L'ESCHE À MANONVILLE;913517.0;6863868.99;Ruisseau d'Esche;
02076180;L'ESCHE À MARTINCOURT (SAINT-JEAN);915087.0;6865388.99;Ruisseau d'Esche;
02076190;L'ESCHE À GRISCOURT;921726.0;6863991.99;Ruisseau d'Esche;
02076195;L'ESCHE À GEZONCOURT;920231.0;6864080.99;Ruisseau d'Esche;
02076200;L'ESCHE À MARTINCOURT;915974.0;6864676.99;Ruisseau d'Esche;
02076400;L'ESCHE À JEZAINVILLE;923193.0;6867185.99;Ruisseau d'Esche;
02076500;LA MORTE À ATTON;926278.0;6869924.99;Ruisseau la Morte;
02076530;LA MORTE À PONT-A-MOUSSON;925038.0;6870636.99;Ruisseau la Morte;
02076560;LE RUISSEAU DE GRAND RUPT À MONTAUVILLE;920625.0;6871087.99;Ruisseau de Grand Rupt;
02076580;LE RUISSEAU DE GRAND RUPT À MAIDIERES;922551.0;6871023.99;Ruisseau de Grand Rupt;
02076600;LA MOSELLE À PONT-A-MOUSSON;922987.0;6872947.99;La Moselle;
02076605;LA MOSELLE À PONT-A-MOUSSON (AVAL BARRAGE);923063.0;6873389.99;La Moselle;
02076700;LA MOSELLE CANALISÉE À NORROY-LES-PONT-A-MOUSSON;922835.0;6875067.99;La Moselle Canalisee;
02076800;LA MOSELLE À VANDIERES;923313.0;6876979.99;La Moselle;
02076825;LE TREY À VILCEY-SUR-TREY (FONTAINE);915499.0;6873691.99;Ruisseau de Trey;
02076830;LE TREY À VILCEY-SUR-TREY;916865.0;6874029.99;Ruisseau de Trey;
02076848;LE RUISSEAU DE TREY À VANDIERES (AMONT);921030.0;6876427.99;Ruisseau de Trey;
02076850;LE TREY À VANDIERES;921981.0;6876884.99;Ruisseau de Trey;
02076910;LE RUISSEAU DE BAUME-HAIE À PAGNY-SUR-MOSELLE (SOURCE);918012.0;6880151.99;Ruisseau de Beaume-Haie;
02076915;SOURCE AFFL. DU RUISSEAU DE BAUME-HAIE À PAGNY-SUR-MOSELLE;918259.0;6880222.99;;
02076920;LE RUISSEAU DE BAUME-HAIE À PAGNY-SUR-MOSELLE (AMONT);918347.0;6880265.99;Ruisseau de Beaume-Haie;
02076930;LE RUISSEAU DE BAUME-HAIE À PAGNY-SUR-MOSELLE (MOULIN-HAUT);920266.0;6880296.99;Ruisseau de Beaume-Haie;
02076940;LE RUISSEAU DU MOULON À PRÉNY;919945.0;6879060.99;Ruisseau de Moulon;
02076950;LE RUISSEAU DE BAUME-HAIE À PAGNY-SUR-MOSELLE (GRAVIÈRES);922029.0;6880161.99;Ruisseau de Beaume-Haie;
02076960;LE RUISSEAU DU CHEMIN DES VACHES À PAGNY-SUR-MOSELLE;921604.0;6880815.99;;
02077000;LA MOSELLE À ARRY;922269.0;6881408.99;La Moselle;
02077110;LE RUISSEAU DE MOLENTIN À LOUPMONT (RELENFEE);895968.0;6864656.99;Ruisseau de Molentin;
02077115;LE RUISSEAU DE MOLENTIN À BOUCONVILLE-SUR-MADT (HABEAUMONT);897220.0;6864315.99;Ruisseau de Molentin;
02077120;LE RUISSEAU DE MOLENTIN À BOUCONVILLE-SUR-MADT (FOUILLOT);898117.0;6864255.99;Ruisseau de Molentin;
02077125;LE RUISSEAU DE MOLENTIN À BOUCONVILLE-SUR-MADT (VILLAGE);899414.0;6863841.99;Ruisseau de Molentin;
02077140;LE RUPT DE MAD À XIVRAY-ET-MARVOISIN;901831.0;6866791.99;Ruisseau le Rupt de Mad;
02077150;LE RUPT-DE-MAD À RAMBUCOURT;901825.0;6865316.99;Ruisseau le Rupt de Mad;
02077200;LE RUPT DE MAD À ESSEY-ET-MAIZERAIS;905609.0;6871123.99;Ruisseau le Rupt de Mad;
02077300;LA MADINE À BUXIERES-SOUS-LES-COTES;896696.0;6869013.99;Ruisseau la Madine;
02077445;LE RUISSEAU DE LA TUILERIE À NONSARD-LAMARCHE;904396.0;6874810.99;Ruisseau de la Tuilerie;
02077450;LA MADINE À PANNES;905307.0;6873722.99;Ruisseau la Madine;
02077460;LE RUPT DE MAD À EUVEZIN;907581.0;6873049.99;Ruisseau le Rupt de Mad;
02077500;LE RUPT DE MAD À THIAUCOURT;909956.0;6876307.99;Ruisseau le Rupt de Mad;
02077550;LE RUPT DE MAD À JAULNY;911173.0;6878519.99;Ruisseau le Rupt de Mad;
02077700;LE RUPT À CHAREY;909976.0;6880091.99;Le Rupt;
02077750;LE SOIRON À SAINT-JULIEN-LES-GORZE;913649.0;6883786.99;Ruisseau du Soiron;
02077775;LE RUISSEAU DU SOIRON À WAVILLE;914950.0;6882334.99;Ruisseau du Soiron;
02078000;LE RUPT DE MAD À ONVILLE;916619.0;6883223.99;Ruisseau le Rupt de Mad;
02078070;LE RUPT DE MAD À BAYONVILLE-SUR-MAD (CHATEAU DE REMONVAUX);918820.0;6883400.99;Ruisseau le Rupt de Mad;
02078150;LE RUPT DE MAD À BAYONVILLE-SUR-MAD (LONGUE ENSEIGNE);919435.0;6883628.99;Ruisseau le Rupt de Mad;
02078195;LE RUPT DE MAD À ARNAVILLE (CAPTAGE);920990.82;6883458.26;Ruisseau le Rupt de Mad;
02078200;LE RUPT DE MAD À ARNAVILLE;921506.0;6883172.99;Ruisseau le Rupt de Mad;
02078500;LE RUISSEAU DE GORZE À GORZE;919320.0;6887738.99;Ruisseau de Gorze;
02078900;LE RUISSEAU DE GORZE À NOVÉANT-SUR-MOSELLE;921412.0;6885687.99;Ruisseau de Gorze;
02078950;LA MOSELLE À JOUY-AUX-ARCHES;923926.0;6888574.99;La Moselle;
02079000;LA MOSELLE À ARS-SUR-MOSELLE;925036.0;6890034.99;La Moselle;
02079050;LA MOSELLE À ARS-SUR-MOSELLE (SUIVI JOURNALIER);925592.0;6890519.99;La Moselle;
02079100;LA MANCE À VERNEVILLE;920504.0;6897757.99;Ruisseau la Mance;
02079200;LA MANCE À ARS-SUR-MOSELLE (AMONT);922068.0;6891605.99;Ruisseau la Mance;
02079250;LA MANCE À ARS-SUR-MOSELLE;925038.0;6890800.99;Ruisseau la Mance;
02079500;LE RUISSEAU DE MONTVAUX À CHATEL-SAINT-GERMAIN;925297.0;6895239.99;Ruisseau de Montvaux;
02080000;LA MOSELLE À METZ;929593.0;6895486.99;La Moselle;
02080010;LA MOSELLE À METZ (ILE DU SAULCY);930124.0;6895710.99;La Moselle;
02080175;LA SEILLE À AZOUDANGE;978634.0;6856035.99;La Seille;
02080190;LE RUISSEAU DE ZEBOURG À ASSENONCOURT (AMONT);979514.0;6859141.99;Ruisseau de Zebourg;
02080200;LA SEILLE À ASSENONCOURT;977894.0;6858928.99;La Seille;
02080500;LE RUISSEAU DE L'ÉTANG DE NOLWEIHER À GUERMANGE;980349.0;6861614.99;Ruisseau de l'Etang de Nolweiher;
02080750;LE VERBACH À VERGAVILLE;976777.0;6865662.99;Ruisseau le Verbach;
02080800;LE RUISSEAU DE BEDESTROFF À BOURGALTROFF;976710.0;6869568.99;Ruisseau de Bedestroff;
02080850;LE SPIN À GUEBLING;974235.0;6869365.99;Ruisseau le Spin;
02080900;LE SPIN À GUEBESTROFF;972999.0;6865103.99;Ruisseau le Spin;
02080950;LE SPIN À DIEUZE;972962.0;6863729.99;Ruisseau le Spin;
02081000;LA SEILLE À MULCEY;969466.0;6861406.99;La Seille;
02081030;LE RUISSEAU DE GUEBLANGE À BLANCHE-EGLISE;970444.0;6861082.99;Ruisseau de Gueblange;
02081050;LE CANAL DE FLOTTAGE DES SALINES À LEZEY;965028.0;6857356.99;Canal de Flottage des Salines;
02081055;LA SEILLE À MOYENVIC;962265.0;6859255.99;La Seille;
02081065;LA SEILLE À VIC-SUR-SEILLE;959056.0;6859392.99;La Seille;
02081080;LA PETITE SEILLE À CONTHIL;967587.0;6873182.99;La Petite Seille;
02081100;LA PETITE SEILLE À HABOUDANGE;963636.0;6870317.99;La Petite Seille;
02081130;LE RUISSEAU DE BANVOIE À SOTZELING;966709.0;6869617.99;Ruisseau de Banvoie;
02081135;LE RUISSEAU DE LA FLOTTE À OBRECK;963656.0;6866384.99;Ruisseau de la Flotte;
02081140;LE RUISSEAU DE LA FLOTTE À WUISSE;969147.0;6867823.99;Ruisseau de la Flotte;
02081150;LA PETITE SEILLE À PUTTIGNY;960783.0;6866215.99;La Petite Seille;
02081170;LA PETITE SEILLE À LUBECOURT;958369.0;6864710.99;La Petite Seille;
02081200;LA PETITE SEILLE À CHATEAU-SALINS;957211.0;6862220.99;La Petite Seille;
02081300;LA PETITE SEILLE À SALONNES;956814.0;6860075.99;La Petite Seille;
02081450;LE MAJURIN À CHAMBREY;954941.0;6859849.99;Ruisseau le Majurin;
02081500;LA SEILLE À CHAMBREY;953943.0;6859323.99;La Seille;
02081515;LA LOUTRE NOIRE À ARRACOURT;960080.0;6854030.99;La Loutre Noire;
02081522;LE RUISSEAU DE L'ÉTANG DE BEZANGE À BEZANGE-LA-GRANDE;955191.0;6855587.99;Ruisseau de l'Etang de Bezange;
02081530;LE RUISSEAU DES PRÉS THIÉBAUT À SORNEVILLE;951940.0;6853724.99;Ruisseau des Pres Thiebaut;
02081535;LE RUPT DE GENEVE À SORNÉVILLE;950627.0;6855383.99;Rupt de Geneve;
02081536;LE RUISSEAU DE LA BORDE À SORNEVILLE;950392.0;6855401.99;;
02081540;LA LOUTRE NOIRE À MONCEL-SUR-SEILLE;951343.0;6857341.99;La Loutre Noire;
02081550;LE RUISSEAU DE BLANCHE FONTAINE À GREMECEY;950063.0;6860295.99;Ruisseau de Blanche Fontaine;
02081600;LE RUPT DU BOIS À BEY-SUR-SEILLE;945032.0;6861551.99;Ruisseau Rupt du Bois;
02081700;LE RUISSEAU D'OSSON À MALAUCOURT-SUR-SEILLE;946149.0;6865166.99;La Seille;
02081850;LE RUISSEAU DE SAINT-JEAN À CRAINCOURT;943576.0;6870231.99;Ruisseau de St-Jean;
02081950;LE RUISSEAU DE VULMONT À THEZEY-SAINT-MARTIN;941622.0;6871985.99;Ruisseau de Vulmont;
02082000;LA SEILLE À NOMENY;936618.0;6870202.99;La Seille;
02082010;LA SEILLE À CLEMERY;933428.0;6871566.99;La Seille;
02082150;LE RUISSEAU DE L'ÉTANG DE MANONCOURT-SUR-SEILLE À BELLEAU;934235.0;6868885.99;Ruisseau de l'Etang de Manoncourt-Sur-Seille;
02082160;LE RUISSEAU DE GRÊVE À CLEMERY;933972.0;6869447.99;Ruisseau de Greve;
02082330;LE RUISSEAU DE MOINCE À EPLY;930861.0;6875744.99;Ruisseau de Moince;
02082350;LA SEILLE À CHEMINOT;928813.0;6875753.99;La Seille;
02082355;LE GRAND BREUIL À CHEMINOT;929147.0;6875756.99;;
02082500;LA SEILLE À POMMERIEUX;931853.0;6881265.99;La Seille;
02082570;LE RUISSEAU DE VERNY À VERNY;933839.0;6882180.99;Ruisseau de Verny;
02082600;LE RUISSEAU DE VERNY À GOIN;936237.0;6882555.99;Ruisseau de Verny;
02082635;LE RUISSEAU DE CHERISEY À CHERISEY;936895.0;6884342.99;Ruisseau de Cherisey;
02082640;LE RUISSEAU DE CHERISEY À POURNOY-LA-GRASSE;935672.0;6883924.99;Ruisseau de Cherisey;
02082710;LE RUISSEAU DE VERNY À POMMERIEUX;932221.0;6882338.99;Ruisseau de Verny;
02082800;LA SEILLE À COIN-LES-CUVRY;932114.0;6886005.99;La Seille;
02082830;LE GRAND FOSSE À POURNOY-LA-CHETIVE;931061.0;6885037.99;Le Grand Fosse;
02082840;LE GRAND FOSSE À COIN-LES-CUVRY;931931.0;6885523.99;Fosse du Pre St Laurent;
02082845;LE GRAND FOSSE À CUVRY;931575.0;6886148.99;Le Grand Fosse;
02082875;LE RUISSEAU DE SAINT-PIERRE À PELTRE;935959.0;6890252.99;Ruisseau St-Pierre;
02082878;LE SAINT-PIERRE À METZ (MAGNY);933341.0;6890369.99;Ruisseau St-Pierre;
02082900;LA SEILLE À METZ;932760.0;6893668.99;La Seille;
02082920;LE RUISSEAU DE CHENEAU À METZ;935431.0;6893448.99;Ruisseau de Cheneau;
02082930;LE RUISSEAU DE CHENEAU À METZ (BELLE TANCHE);934614.0;6894881.99;Ruisseau de Cheneau;
02082955;LE RUISSEAU DE VALLIERES À MONTOY-FLANVILLE;937951.0;6896337.99;Ruisseau de Vallieres;
02082970;LE RUISSEAU DE VALLIERES À VANTOUX;935811.0;6896898.99;Ruisseau de Vallieres;
02082980;LE RUISSEAU DE SAULNY À SAULNY (AMONT);925148.0;6899956.99;Ruisseau de Saulny;
02082985;LE RUISSEAU DE SAULNY À SAULNY;927974.0;6899286.99;Ruisseau de Saulny;
02082990;LE RUISSEAU DE SAULNY À WOIPPY;931362.0;6899013.99;Ruisseau de Saulny;
02083000;LA MOSELLE À MALROY;934012.0;6901921.99;La Moselle;
02084000;LA MOSELLE À HAUCONCOURT;932472.0;6903654.99;La Moselle;
02084001;LA MOSELLE À ARGANCY;932669.0;6903839.99;La Moselle;
02084050;LE FEIGNE À NORROY-LE-VENEUR;928393.0;6902518.99;Ruisseau le Feigne;
02084100;LA FEIGNE À WOIPPY;930457.0;6902455.99;Ruisseau le Feigne;
02084200;LE RUISSEAU DE MALROY À MALROY;934429.0;6902193.99;Ruisseau de Malroy;
02084300;LA BEVOTTE À ANTILLY;936260.0;6904505.99;Ruisseau la Bevotte;
