CdEntiteHydrographique;NomEntiteHydrographique
A35-0200;Ruisseau le Landgraben
A3--0100;La Moder
A35-0200;Ruisseau le Landgraben
A35-0200;Ruisseau le Landgraben
A3--0100;La Moder
;
;
;
A3--0110;La Sauer
A3600520;Ruisseau le Steinbach
A3600520;Ruisseau le Steinbach
A3600870;Ruisseau le Heimbach
A3610340;Ruisseau le Schmelzbach
A3610680;Ruisseau le Trautbach
A3610860;Ruisseau le Soulzbach
A3--0110;La Sauer
A3--0110;La Sauer
A3--0110;La Sauer
;
A3--0110;La Sauer
A3--0110;La Sauer
A3--0110;La Sauer
A3--0110;La Sauer
A3640302;Ruisseau le Halbmuhlbach
A3640302;Ruisseau le Halbmuhlbach
A3640302;Ruisseau le Halbmuhlbach
A3--0110;La Sauer
A3--0110;La Sauer
A3650480;Ruisseau Eschengraben
A3650480;Ruisseau Eschengraben
A36-0210;Ruisseau l'Eberbach
A36-0210;Ruisseau l'Eberbach
A3670730;Ruisseau le Brumbach
A3670730;Ruisseau le Brumbach
A36-0210;Ruisseau l'Eberbach
A36-0210;Ruisseau l'Eberbach
A3--0110;La Sauer
A37-0200;Ruisseau le Seltzbach
;
A37-0200;Ruisseau le Seltzbach
A3700390;Ruisseau le Kindersloch
A3700440;Ruisseau le Fussel
A37-0200;Ruisseau le Seltzbach
A37-0200;Ruisseau le Seltzbach
A3700600;Ruisseau le Sumpfgraben
A37-0200;Ruisseau le Seltzbach
A3700680;Ruisseau le Froeschwillerbach
A3700800;Ruisseau le Marienbaechel
A3700680;Ruisseau le Froeschwillerbach
A3700680;Ruisseau le Froeschwillerbach
A37-0200;Ruisseau le Seltzbach
A3710640;Ruisseau le Wintzenbach
A3710640;Ruisseau le Wintzenbach
A3710840;Ruisseau le Birlenbach
A3710840;Ruisseau le Birlenbach
A3710640;Ruisseau le Wintzenbach
;
A3710970;Ruisseau le Kirbaechel
A3710640;Ruisseau le Wintzenbach
A3710390;Ruisseau Pfeifersberg
A3690410;Ruisseau Mirgraben
A3710350;Ruisseau le Haussauerbach
A3710430;Ruisseau le Schemperbach
A3710430;Ruisseau le Schemperbach
A3710350;Ruisseau le Haussauerbach
A37-0200;Ruisseau le Seltzbach
A3720410;Ruisseau le Seebach
A3720410;Ruisseau le Seebach
A3720520;Ruisseau l'Engelbach
;
A3720570;Ruisseau le Warsbach
A3720770;Ruisseau l'Eldersbach
A3720570;Ruisseau le Warsbach
A37-0200;Ruisseau le Seltzbach
A3730370;Ruisseau de Hatten
A37-0200;Ruisseau le Seltzbach
A37-0200;Ruisseau le Seltzbach
A3740860;Ruisseau le Fahrgiessen
;
A3--0110;La Sauer
;
A---0000;Le Rhin
A---0000;Le Rhin
A3750300;Ruisseau le Schiffersbach
;
A---0000;Le Rhin
A38-0200;La Lauter
A38-0200;La Lauter
A38-0200;La Lauter
A38-0200;La Lauter
A38-0200;La Lauter
A3810360;Ruisseau le Hardtbach
;
;
A3810360;Ruisseau le Hardtbach
A38-0200;La Lauter
A38-0200;La Lauter
A38-0200;La Lauter
A3830310;La Vieille Lauter
A---0000;Le Rhin
A---0060;La Moselle
A---0060;La Moselle
A4010600;Grande Goutte
A4010600;Grande Goutte
A4010300;Ruisseau des Charbonniers
A---0060;La Moselle
A4020770;Ruisseau de Longiligoutte
A---0060;La Moselle
;
A4020870;Ruisseau de la Colline de Fresse
;
A4020870;Ruisseau de la Colline de Fresse
A4030340;Ruisseau de Couard
A4030440;Ruisseau le Vaxeux
A4030540;Ruisseau du Menil
A4030540;Ruisseau du Menil
A4040320;Ruisseau de l'Etat
A---0060;La Moselle
A4040380;Ruisseau de Ramonchamp
A4040710;Ruisseau de Xoarupt
A4050340;Ruisseau de Grand Rupt
A---0060;La Moselle
A4060420;Ruisseau le Dessus de Rupt
A4060730;La Goutte du Seux
A4070610;Ruisseau le Ravage
A4070920;Ruisseau de la Croisette
A---0060;La Moselle
A41-0200;La Moselotte
A41-0200;La Moselotte
A4100770;Ruisseau de Chajoux
A4100770;Ruisseau de Chajoux
A4100770;Ruisseau de Chajoux
A41-0200;La Moselotte
;
A4110740;Ruisseau Les Echarges
A4110810;Goutte des Grands Clos
A4110810;Goutte des Grands Clos
A4110580;Ruisseau de Xoulces
A4110580;Ruisseau de Xoulces
A4120300;Ruisseau le Ventron
A4120300;Ruisseau le Ventron
A4120400;Ruisseau des Vinterges
A4120400;Ruisseau des Vinterges
A4120300;Ruisseau le Ventron
A4120780;Ruisseau de Travexin
A4120300;Ruisseau le Ventron
A41-0200;La Moselotte
A41-0200;La Moselotte
A41-0200;La Moselotte
A4140510;Ruisseau de Basse Sur le Rupt
A41-0200;La Moselotte
A4140510;Ruisseau de Basse Sur le Rupt
A41-0200;La Moselotte
A41-0200;La Moselotte
A41-0200;La Moselotte
A41-0200;La Moselotte
A4150800;Ruisseau le Menaurupt
A41-0200;La Moselotte
A4170600;Ruisseau le Noir Rupt
A4170300;Ruisseau de la Cleurie
A4170380;Ruisseau de Liezey
A4170300;Ruisseau de la Cleurie
A4170300;Ruisseau de la Cleurie
A41-0200;La Moselotte
A41-0200;La Moselotte
A---0060;La Moselle
A4200700;Ruisseau de Seux
A4200700;Ruisseau de Seux
A---0060;La Moselle
A---0060;La Moselle
A43-0200;La Vologne
A43-0200;La Vologne
A43-0200;La Vologne
A4300410;Ruisseau de Belbriette
A4300410;Ruisseau de Belbriette
A4310410;Ruisseau du Chaufour
A43-0200;La Vologne
A4310470;Ruisseau la Corbeline
A4310470;Ruisseau la Corbeline
;
A4310470;Ruisseau la Corbeline
A4320300;Ruisseau du Haut-Rein
;
A4320300;Ruisseau du Haut-Rein
A4320300;Ruisseau du Haut-Rein
;
A4330330;Ruisseau des Bouleaux
A43-0200;La Vologne
A4330300;Ruisseau le Neune
A4340310;Ruisseau de Herpelmont
A4350300;Ruisseau Le barba
A4350380;Ruisseau des Spaxes
A4350380;Ruisseau des Spaxes
A4350540;Ruisseau de Herigoutte
A4350300;Ruisseau Le barba
A4350670;Ruisseau le Scouet
A4350300;Ruisseau Le barba
A4350300;Ruisseau Le barba
A4350300;Ruisseau Le barba
A43-0200;La Vologne
A4400300;Ruisseau la Niche
A4400300;Ruisseau la Niche
A4400870;Ruisseau d'Argent
A---0060;La Moselle
A---0060;La Moselle
A4400710;Ruisseau des Nauves
A4400710;Ruisseau des Nauves
A4400710;Ruisseau des Nauves
A4410340;Ruisseau de Soba
A4410360;Ruisseau de la Tranchee de Docelles
A4410340;Ruisseau de Soba
A4420390;Ruisseau de Rainjumenil
A---0060;La Moselle
A4430530;Ruisseau d'Olima
A---0060;La Moselle
A---0060;La Moselle
A---0060;La Moselle
A4440300;Ruisseau le St-Oger
A4440300;Ruisseau le St-Oger
A45-0200;Le Durbion
A45-0200;Le Durbion
A45-0200;Le Durbion
A45-0200;Le Durbion
A45-0200;Le Durbion
A---0060;La Moselle
A46-0200;L'Aviere
A4620330;Ruisseau de Flauzey
A46-0200;L'Aviere
A46-0200;L'Aviere
A46-0200;L'Aviere
A4710350;Ruisseau le Portieux
A4710350;Ruisseau le Portieux
A---0060;La Moselle
A---0060;La Moselle
A4720580;Ruisseau de la Foret
A4720580;Ruisseau de la Foret
A---0060;La Moselle
;
A4730560;Ruisseau du Grand Bief
A---0060;La Moselle
A4730610;Ruisseau de la Varroie
A4730650;Ruisseau Pre Aux Bois
A4730560;Ruisseau du Grand Bief
A5000630;Ruisseau de Paleboeuf
A50-0200;L'Euron
A50-0200;L'Euron
A50-0200;L'Euron
A50-0200;L'Euron
A50-0200;L'Euron
A5100340;Ruisseau le Mexet
A---0072;Canal de l'Est (Branche Sud)
A---0060;La Moselle
A5100880;Ruisseau du Moulin d'Orvillers
A---0060;La Moselle
A---0060;La Moselle
A---0060;La Moselle
A---0060;La Moselle
A---0060;La Moselle
A5--0100;Le Madon
A5--0100;Le Madon
A5300300;Le Colon
A5220300;Ruisseau de l'Illon
A5230310;Ruisseau l'Eau de la Ville
A5--0100;Le Madon
A52-0200;Ruisseau la Gitte
A52-0200;Ruisseau la Gitte
A52-0200;Ruisseau la Gitte
A5250300;Ruisseau le Robert
A5250300;Ruisseau le Robert
A5250340;Le Ru de Vau
A5250300;Ruisseau le Robert
A5250300;Ruisseau le Robert
A5250300;Ruisseau le Robert
A52-0200;Ruisseau la Gitte
A5260330;Ruisseau de Vrouille
A5260360;Ruisseau la Saule
A5--0100;Le Madon
A5270720;Ruisseau du Val d'Arol
A5280340;Ruisseau des Pierres
A5--0100;Le Madon
A5290340;Ruisseau du Xouillon
A5310340;Ruisseau le Beaulong
A5310490;Ruisseau de Breuil
A5310340;Ruisseau le Beaulong
A5310780;Ruisseau de Cornapre
A5--0100;Le Madon
A5320400;Ruisseau le Revau
A5--0100;Le Madon
A5340370;Ruisseau de la Vermillere
A54-0200;Le Brenon
A5400490;Ruisseau le Maillot
A54-0200;Le Brenon
A5400580;Ruisseau du Moulin
A5400760;Ruisseau de Velle
A54-0200;Le Brenon
A5410300;Ruisseau du Tabourin
A5410400;Ruisseau d'Uvry
A54-0200;Le Brenon
A54-0200;Le Brenon
A5--0100;Le Madon
A5430510;Ruisseau d'Athenay
A5--0100;Le Madon
A5440420;Ruisseau de Viterne
A5440420;Ruisseau de Viterne
A5440420;Ruisseau de Viterne
A---0060;La Moselle
A5500420;Ruisseau Ste-Anne
A5500420;Ruisseau Ste-Anne
A---0060;La Moselle
A---0082;La Moselle Canalisee
A5520300;Ruisseau de l'Arot
A---0060;La Moselle
A56-0200;La Bouvade
A5700350;Ru de Cuignot
A5710332;Canal de Jonction
A5700300;Ruisseau de la Queue
A5700300;Ruisseau de la Queue
A---0060;La Moselle
----0092;Canal de la Marne au Rhin
A5720300;Ruisseau l'Ingressin
;
A---0060;La Moselle
A58-0200;Le Terrouin
A5810310;Ruisseau de Woevre
A58-0200;Le Terrouin
A58-0200;Le Terrouin
A5830300;Ruisseau le Longeau
A5830380;Ruisseau de la Naue
A5830300;Ruisseau le Longeau
A58-0200;Le Terrouin
A---0060;La Moselle
A---0060;La Moselle
A6--0100;La Meurthe
A6--0100;La Meurthe
A6000460;Ruisseau du Rudlin
A6--0100;La Meurthe
A6--0100;La Meurthe
A6--0100;La Meurthe
A6010300;La Petite Meurthe
A6010300;La Petite Meurthe
A6010300;La Petite Meurthe
A6010300;La Petite Meurthe
A6--0100;La Meurthe
A60-0200;La Fave
A60-0200;La Fave
A6040300;Ruisseau la Morte
A60-0200;La Fave
A6040300;Ruisseau la Morte
A6040830;Ruisseau de Coinches
A6--0100;La Meurthe
A6--0100;La Meurthe
A6060590;Ruisseau le Taintroue
A6060590;Ruisseau le Taintroue
A6060910;Ruisseau de la Cense de Grandrupt
A6--0100;La Meurthe
A6080300;Ruisseau la Hure
A6080300;Ruisseau la Hure
A6--0100;La Meurthe
A6090590;Ruisseau la Valdange
A6090590;Ruisseau la Valdange
A61-0200;Le Rabodeau
A61-0200;Le Rabodeau
A61-0200;Le Rabodeau
A61-0200;Le Rabodeau
A61-0200;Le Rabodeau
A6140400;Ruisseau des Ravines
A6140400;Ruisseau des Ravines
A61-0200;Le Rabodeau
A61-0200;Le Rabodeau
A6--0100;La Meurthe
A6--0100;La Meurthe
A62-0200;La Plaine
;
A62-0200;La Plaine
A62-0200;La Plaine
;
A6200790;Ruisseau de la Maix
A6200790;Ruisseau de la Maix
A62-0200;La Plaine
A62-0200;La Plaine
A62-0200;La Plaine
A62-0200;La Plaine
A62-0200;La Plaine
A6220670;Ruisseau de Vane
A6230610;Ruisseau de Charmois
A62-0200;La Plaine
A6--0100;La Meurthe
A6300420;Ruisseau de Clairu
A6300520;Ruisseau des Grands Fins
A6--0100;La Meurthe
;
;
A6300790;Ruisseau de Viombois
A6300880;Ruisseau de Moncelle
;
A6310340;Ruisseau des Bingottes
A6--0100;La Meurthe
A6310640;Ruisseau du Bourupt
A6--0100;La Meurthe
A6310820;Ruisseau le Mazurot
A6320620;Ruisseau des Templiers
A6--0100;La Meurthe
A6--0100;La Meurthe
A6330370;Ruisseau des Fauchees
A6330370;Ruisseau des Fauchees
A6330370;Ruisseau des Fauchees
A6--0100;La Meurthe
A6--0100;La Meurthe
A6400520;Ruisseau de la Basse Hiery
A6400790;Ruisseau de la Balle Mauvais
A6--0110;La Vezouze
A6--0110;La Vezouze
A6--0110;La Vezouze
A6--0110;La Vezouze
A6410390;Ruisseau de Chatillon
A6420830;L'Herbas
A6--0110;La Vezouze
A6--0110;La Vezouze
A6440300;Ruisseau de Voise
A6--0110;La Vezouze
A6--0110;La Vezouze
A6450330;Ruisseau le Vacon
A6450330;Ruisseau le Vacon
A64-0200;La Blette
A64-0200;La Blette
A64-0200;La Blette
A6470500;Ruisseau la Breme
A64-0200;La Blette
A64-0200;La Blette
A64-0200;La Blette
A64-0200;La Blette
A6--0110;La Vezouze
A6500330;Ruisseau Dessous l'Etang
A65-0200;La Verdurette
A65-0200;La Verdurette
A65-0200;La Verdurette
;
;
A6510470;Ruisseau des Grands Pres
A65-0200;La Verdurette
A6510650;Ruisseau des Ames
A65-0200;La Verdurette
A65-0200;La Verdurette
A65-0200;La Verdurette
A6--0110;La Vezouze
A6--0110;La Vezouze
A6--0110;La Vezouze
A6550730;Ruisseau de Frouard
A6550300;Ruisseau des Amis
;
A6--0100;La Meurthe
A6--0110;La Vezouze
A6--0100;La Meurthe
A6--0100;La Meurthe
A6580340;Ruisseau le Laxat
A6--0120;La Mortagne
A6--0120;La Mortagne
A6640300;Ruisseau l'Arentele
A6640300;Ruisseau l'Arentele
A6640300;Ruisseau l'Arentele
A6640450;Ruisseau le Petit Durbion
A6640300;Ruisseau l'Arentele
A6640300;Ruisseau l'Arentele
A6660300;Ruisseau le Padozel
A6660300;Ruisseau le Padozel
A6700350;Ruisseau de la Prairie
A6--0100;La Meurthe
A6700480;Ruisseau des Montaux
A6700530;Ruisseau de la Nauve
A6--0120;La Mortagne
A6710340;Ruisseau de Narbois
A6720300;Ruisseau de Belvitte
A6720300;Ruisseau de Belvitte
A6720300;Ruisseau de Belvitte
A6--0110;La Vezouze
A6--0110;La Vezouze
A6--0120;La Mortagne
A6740460;Ruisseau de Moranviller
A6--0120;La Mortagne
A6--0100;La Meurthe
A6760620;Ruisseau de Damelevieres
A6760870;Ruisseau du Breuil
A6770320;Ruisseau de Clos Pres
A6770320;Ruisseau de Clos Pres
A6770320;Ruisseau de Clos Pres
A6770590;Ruisseau de la Voivre
A68-0200;Le Sanon
A68-0200;Le Sanon
A68-0200;Le Sanon
A68-0200;Le Sanon
A6820430;Ruisseau de l'Etang de Grave
A6830340;Fosse de Voirinpre
A6840300;Ruisseau de la Grande Goutte
A6840410;Ruisseau le Grand Ru
A68-0200;Le Sanon
A6850400;Ruisseau du Souche
A6840830;Ruisseau de Fossate
A6840830;Ruisseau de Fossate
A68-0200;Le Sanon
A6850840;Ruisseau de l'Etang de Serre
----0092;Canal de la Marne au Rhin
A68-0200;Le Sanon
A68-0200;Le Sanon
A6--0100;La Meurthe
A6900380;Ruisseau le Petit Rhone
A6910300;La Roanne
A6--0100;La Meurthe
A6--0100;La Meurthe
A---0202;Canal de Jonction (Embranchement de Nancy)
A6920630;Ruisseau de l'Etang
;
A6930560;Ruisseau de Gremillon
A6--0100;La Meurthe
A6--0100;La Meurthe
A6--0100;La Meurthe
A6940330;Ruisseau des Etangs de Champigneulles
A6940330;Ruisseau des Etangs de Champigneulles
A6950300;L'Amezule
A6950300;L'Amezule
A6950300;L'Amezule
A6950300;L'Amezule
A6--0100;La Meurthe
A7000320;Ruisseau la Mauchere
A---0060;La Moselle
A---0060;La Moselle
A---0060;La Moselle
A7020300;Ruisseau la Natagne
A---0060;La Moselle
A7100650;Ruisseau de Bernecourt
A71-0200;Ruisseau d'Esche
A71-0200;Ruisseau d'Esche
A71-0200;Ruisseau d'Esche
A71-0200;Ruisseau d'Esche
A71-0200;Ruisseau d'Esche
A71-0200;Ruisseau d'Esche
A71-0200;Ruisseau d'Esche
A7200330;Ruisseau la Morte
A7200330;Ruisseau la Morte
A7200550;Ruisseau de Grand Rupt
A7200550;Ruisseau de Grand Rupt
A---0060;La Moselle
A---0060;La Moselle
A---0082;La Moselle Canalisee
A---0060;La Moselle
A7210300;Ruisseau de Trey
A7210300;Ruisseau de Trey
A7210300;Ruisseau de Trey
A7210300;Ruisseau de Trey
A7220600;Ruisseau de Beaume-Haie
;
A7220600;Ruisseau de Beaume-Haie
A7220600;Ruisseau de Beaume-Haie
A7220450;Ruisseau de Moulon
A7220600;Ruisseau de Beaume-Haie
;
A---0060;La Moselle
A7300600;Ruisseau de Molentin
A7300600;Ruisseau de Molentin
A7300600;Ruisseau de Molentin
A7300600;Ruisseau de Molentin
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A73-0210;Ruisseau la Madine
A7330330;Ruisseau de la Tuilerie
A73-0210;Ruisseau la Madine
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A7340370;Le Rupt
A7340500;Ruisseau du Soiron
A7340500;Ruisseau du Soiron
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A73-0200;Ruisseau le Rupt de Mad
A7400340;Ruisseau de Gorze
A7400340;Ruisseau de Gorze
A---0060;La Moselle
A---0060;La Moselle
A---0060;La Moselle
A7410400;Ruisseau la Mance
A7410400;Ruisseau la Mance
A7410400;Ruisseau la Mance
A7420490;Ruisseau de Montvaux
A---0060;La Moselle
A---0060;La Moselle
A7--0100;La Seille
A7500500;Ruisseau de Zebourg
A7--0100;La Seille
A7500650;Ruisseau de l'Etang de Nolweiher
A7520300;Ruisseau le Verbach
A7530480;Ruisseau de Bedestroff
A7530310;Ruisseau le Spin
A7530310;Ruisseau le Spin
A7530310;Ruisseau le Spin
A7--0100;La Seille
A7540300;Ruisseau de Gueblange
A75-0200;Canal de Flottage des Salines
A7--0100;La Seille
A7--0100;La Seille
A76-0200;La Petite Seille
A76-0200;La Petite Seille
A7620640;Ruisseau de Banvoie
A7620300;Ruisseau de la Flotte
A7620300;Ruisseau de la Flotte
A76-0200;La Petite Seille
A76-0200;La Petite Seille
A76-0200;La Petite Seille
A76-0200;La Petite Seille
A7700430;Ruisseau le Majurin
A7--0100;La Seille
A77-0200;La Loutre Noire
A7710770;Ruisseau de l'Etang de Bezange
A7720350;Ruisseau des Pres Thiebaut
A7720480;Rupt de Geneve
;
A77-0200;La Loutre Noire
A7730310;Ruisseau de Blanche Fontaine
A7740330;Ruisseau Rupt du Bois
A7--0100;La Seille
A7800300;Ruisseau de St-Jean
A7810460;Ruisseau de Vulmont
A7--0100;La Seille
A7--0100;La Seille
A7830430;Ruisseau de l'Etang de Manoncourt-Sur-Seille
A7830340;Ruisseau de Greve
A7840300;Ruisseau de Moince
A7--0100;La Seille
;
A7--0100;La Seille
A7860300;Ruisseau de Verny
A7860300;Ruisseau de Verny
A7860430;Ruisseau de Cherisey
A7860430;Ruisseau de Cherisey
A7860300;Ruisseau de Verny
A7--0100;La Seille
A7870390;Le Grand Fosse
A7870490;Fosse du Pre St Laurent
A7870390;Le Grand Fosse
A7870790;Ruisseau St-Pierre
A7870790;Ruisseau St-Pierre
A7--0100;La Seille
A7880410;Ruisseau de Cheneau
A7880410;Ruisseau de Cheneau
A7890300;Ruisseau de Vallieres
A7890300;Ruisseau de Vallieres
A7900300;Ruisseau de Saulny
A7900300;Ruisseau de Saulny
A7900300;Ruisseau de Saulny
A---0060;La Moselle
A---0060;La Moselle
A---0060;La Moselle
A7900630;Ruisseau le Feigne
A7900630;Ruisseau le Feigne
A7900780;Ruisseau de Malroy
A7910920;Ruisseau la Bevotte
A7910920;Ruisseau la Bevotte
A7920470;Ruisseau le Billeron
A7920470;Ruisseau le Billeron
A---0082;La Moselle Canalisee
A7930470;Ruisseau la Barche
A7930520;Ruisseau de Tremery
A---0060;La Moselle
A8--0100;L'Orne
A8--0100;L'Orne
A8--0100;L'Orne
A8--0100;L'Orne
A8--0100;L'Orne
A8--0100;L'Orne
A8040310;Ruisseau du Moulin de Darmont
A8--0100;L'Orne
A8070360;Ruisseau le Grijolot
A81-0200;L'Yron
A81-0200;L'Yron
A8100510;Ruisseau d'Hattonville
A81-0200;L'Yron
A81-0200;L'Yron
A81-0200;L'Yron
A81-0200;L'Yron
A81-0210;Le Longeau
A81-0210;Le Longeau
A81-0210;Le Longeau
A81-0210;Le Longeau
;
A81-0210;Le Longeau
A81-0210;Le Longeau
;
A8160510;Ruisseau la Seigneulle
A8160510;Ruisseau la Seigneulle
A8160510;Ruisseau la Seigneulle
A81-0210;Le Longeau
A81-0210;Le Longeau
;
A81-0210;Le Longeau
A8200300;Ruisseau des Rus
A8--0100;L'Orne
A8200310;Ruisseau du Fond de la Cuve
A8--0100;L'Orne
A8200400;Ruisseau le Rougeval
A8200310;Ruisseau du Fond de la Cuve
A8--0100;L'Orne
A8210430;Ruisseau de Jouaville
A8--0100;L'Orne
A8210660;Ruisseau de l'Abreuvaux
A8--0100;L'Orne
A8220300;Ruisseau le Rawe
A8220300;Ruisseau le Rawe
A8220780;Ruisseau des Sept Chevaux
A8--0100;L'Orne
A8230330;Ruisseau de Ste-Marie
A83-0200;Ruisseau le Woigot
A8300480;Ruisseau des Froides Fontaines
A83-0200;Ruisseau le Woigot
A8300740;Ruisseau d'Hapre
A8300710;Ruisseau le Grand Ru
A83-0200;Ruisseau le Woigot
A83-0200;Ruisseau le Woigot
A8310300;Ruisseau de la Vallee
A8310300;Ruisseau de la Vallee
A8310300;Ruisseau de la Vallee
A83-0200;Ruisseau le Woigot
A83-0200;Ruisseau le Woigot
A83-0200;Ruisseau le Woigot
A83-0200;Ruisseau le Woigot
A83-0200;Ruisseau le Woigot
A83-0200;Ruisseau le Woigot
A8--0100;L'Orne
A8400310;Ruisseau de Homecourt
A8--0100;L'Orne
A8--0100;L'Orne
A84-0200;Ruisseau le Conroy
A84-0200;Ruisseau le Conroy
A8410450;Ruisseau de Chevillon
A8410450;Ruisseau de Chevillon
A84-0200;Ruisseau le Conroy
A84-0200;Ruisseau le Conroy
A8--0100;L'Orne
A8--0100;L'Orne
A---0060;La Moselle
A---0060;La Moselle
A8500470;Ruisseau la See
A85-0200;La Fensch
A85-0200;La Fensch
A85-0200;La Fensch
A85-0200;La Fensch
A85-0200;La Fensch
A8530410;Ruisseau le Kribsbach
A8530410;Ruisseau le Kribsbach
A8600300;Ruisseau le Veymerange
A8600300;Ruisseau le Veymerange
A---0060;La Moselle
A---0060;La Moselle
A86-0200;Ruisseau la Bibiche
A86-0200;Ruisseau la Bibiche
A8640300;Ruisseau la Kiesel
A8640490;Ruisseau le Reybach
A8640300;Ruisseau la Kiesel
A8640300;Ruisseau la Kiesel
A8640300;Ruisseau la Kiesel
A---0060;La Moselle
A87-0200;Ruisseau le Canner
;
A8700580;Ruisseau de St-Hubert
A87-0200;Ruisseau le Canner
A8710840;Ruisseau le Katzenbach
A87-0200;Ruisseau le Canner
A87-0200;Ruisseau le Canner
A8720980;Ruisseau le Reimers
A87-0200;Ruisseau le Canner
A8730370;Ruisseau le Bisbach
A87-0200;Ruisseau le Canner
A87-0200;Ruisseau le Canner
A87-0200;Ruisseau le Canner
A---0060;La Moselle
A88-0200;Ruisseau de Boler
A88-0200;Ruisseau de Boler
A88-0200;Ruisseau de Boler
A8820420;Ruisseau d'Himeling
A8820300;Ruisseau de Beyren
A8820300;Ruisseau de Beyren
A88-0200;Ruisseau de Boler
A8830300;Ruisseau d'Oudrenne
A8830300;Ruisseau d'Oudrenne
A8830300;Ruisseau d'Oudrenne
A8830300;Ruisseau d'Oudrenne
A8830300;Ruisseau d'Oudrenne
A8850300;Ruisseau l'Altbach
A---0060;La Moselle
;
A8870300;Ruisseau de Montenach
A8870300;Ruisseau de Montenach
A8870540;Ruisseau le Mortzbach
A8870560;Ruisseau le Hoellenbach
A8870300;Ruisseau de Montenach
A8880300;Ruisseau d'Apach
A8920300;Ruisseau de Volmerange
A8910300;Ruisseau Kaelbach
A89-0200;L'Alzette
;
;
;
A9000840;Ruisseau du Pre Lemoine
A9000840;Ruisseau du Pre Lemoine
;
A9000840;Ruisseau du Pre Lemoine
A9010580;Ruisseau le Dunkelbach
A9010520;Ruisseau d'Abreschviller
A9--0100;La Sarre
A9--0100;La Sarre
A9--0100;La Sarre
A9010300;La Sarre Rouge
A9010300;La Sarre Rouge
A9010300;La Sarre Rouge
A9010520;Ruisseau d'Abreschviller
A9010300;La Sarre Rouge
A9010670;Ruisseau de Grand Soldat
A9010800;Ruisseau de St-Quirin
A9010800;Ruisseau de St-Quirin
A9010870;Ruisseau de l'Engenthal
A9010300;La Sarre Rouge
A9010300;La Sarre Rouge
A9010300;La Sarre Rouge
A9--0100;La Sarre
A9--0100;La Sarre
A9020440;Ruisseau de Gondrexange
A9020740;Ruisseau d'Aspach
A9020440;Ruisseau de Gondrexange
A9020440;Ruisseau de Gondrexange
A9030300;La Bievre
A9030300;La Bievre
A9030300;La Bievre
A9030300;La Bievre
A9030300;La Bievre
A9030300;La Bievre
A9030300;La Bievre
A9030300;La Bievre
A9--0100;La Sarre
A9--0100;La Sarre
A9040380;Ruisseau le Landbach
A9040380;Ruisseau le Landbach
A9--0100;La Sarre
A9040770;Ruisseau de l'Etang des Oiseaux
A9040770;Ruisseau de l'Etang des Oiseaux
A9040810;Ruisseau de Pfuhlmatte
A9200310;Ruisseau le Geloechgraben
A9200510;Ruisseau le Willerlachgraben
A90-0210;L'Isch
A90-0210;L'Isch
A90-0210;L'Isch
A9070310;Ruisseau l'Otterbach
A9070310;Ruisseau l'Otterbach
A9070490;Ruisseau Burbach
A9--0100;La Sarre
A9080300;Ruisseau le Naubach
;
A9080300;Ruisseau le Naubach
A9--0112;Canal des Houilleres de la Sarre
A9--0100;La Sarre
A9--0100;La Sarre
A9100350;Ruisseau des Etangs Benestroff
A91-0200;L'Albe
A9110410;Ruisseau le Matzengraben
A91-0200;L'Albe
A9120300;Ruisseau le Buschbach
A91-0200;L'Albe
;
;
;
A91-0210;Ruisseau le Moderbach
A9170530;Ruisseau des Roses
A9170530;Ruisseau des Roses
A91-0220;Ruisseau la Rode
A91-0200;L'Albe
A9--0100;La Sarre
A9200820;Ruisseau le Hoppbach
A9--0100;La Sarre
A92-0200;Ruisseau l'Eichel
;
A92-0200;Ruisseau l'Eichel
A92-0200;Ruisseau l'Eichel
A92-0200;Ruisseau l'Eichel
A9210520;Ruisseau Dit Ottwillergraben
A92-0200;Ruisseau l'Eichel
A92-0200;Ruisseau l'Eichel
A9220430;Le Klabach
A9220500;Ruisseau le Grosshardt
A9220300;Ruisseau le Grentzbach
A9220300;Ruisseau le Grentzbach
A9220300;Ruisseau le Grentzbach
A9220790;Ruisseau le Mittelbach
A9220300;Ruisseau le Grentzbach
A9230340;Ruisseau Muehlgraben
A92-0200;Ruisseau l'Eichel
A92-0210;Ruisseau le Buttenbach
A92-0210;Ruisseau le Buttenbach
